"ID","default"
5,0.914806043496355
7,0.937075413297862
17,0.286139534786344
20,0.830447626067325
24,0.641745518893003
31,0.519095949130133
42,0.736588314641267
46,0.13466659723781
62,0.656992290401831
63,0.705064784036949
67,0.45774177624844
73,0.719112251652405
74,0.934672247152776
79,0.255428824340925
80,0.462292822543532
89,0.940014522755519
90,0.978226428385824
94,0.117487361654639
98,0.474997081561014
101,0.560332746244967
104,0.904031387297437
106,0.138710167724639
109,0.988891728920862
111,0.946668232558295
113,0.0824375580996275
117,0.514211784349754
118,0.390203467104584
119,0.905738130910322
122,0.446969628101215
123,0.836004259996116
126,0.737595617771149
136,0.811055141268298
137,0.388108282815665
148,0.685169729404151
149,0.00394833879545331
151,0.832916080253199
153,0.00733414688147604
155,0.207658972823992
156,0.906601407798007
157,0.611778643447906
158,0.379559240536764
161,0.435771584976465
164,0.0374310328625143
166,0.973539913771674
167,0.431751248892397
170,0.957576596643776
172,0.887754905503243
176,0.639978769468144
178,0.970966610359028
189,0.618838207330555
192,0.333427211269736
195,0.346748248208314
196,0.39848541142419
202,0.784692775690928
203,0.038936491124332
206,0.748795386170968
219,0.67727683018893
220,0.171264330390841
224,0.261087963823229
229,0.514412934659049
234,0.67560727451928
245,0.982817197917029
246,0.759544267551973
259,0.566488424083218
263,0.849689718568698
265,0.18947393540293
267,0.271286614704877
276,0.828158485237509
278,0.693204820388928
279,0.240544739644974
288,0.0429887960199267
289,0.140479094116017
294,0.21638541505672
302,0.479398564202711
305,0.197410342283547
307,0.719355837674811
309,0.00788473873399198
313,0.375489964615554
320,0.514407708309591
326,0.00157055421732366
338,0.581604002509266
349,0.157905208179727
352,0.359028305858374
358,0.645631878403947
365,0.775823362637311
366,0.563646841561422
367,0.233703398611397
368,0.0899805163498968
372,0.0856120649259537
374,0.305218369467184
378,0.667426514672115
384,0.000238896580412984
387,0.208569956943393
394,0.933034127345309
398,0.925644748611376
405,0.734094301005825
410,0.333071983419359
413,0.515063329832628
419,0.743974646320567
421,0.619159240042791
425,0.62624534452334
426,0.217157698236406
443,0.216567310970277
445,0.388945028651506
452,0.942455691983923
453,0.962608013767749
454,0.73985527921468
457,0.73324590572156
462,0.535761289997026
463,0.00227296608500183
467,0.608937452547252
480,0.836801559431478
486,0.751522562699392
489,0.452731572557241
490,0.535789993824437
491,0.53737669531256
492,0.00138084357604384
493,0.355665953829885
494,0.612133090151474
498,0.828942130552605
503,0.356721999356523
508,0.410635125823319
509,0.573475898941979
511,0.589678303571418
512,0.719657292356715
517,0.394973045215011
532,0.919203929137439
536,0.962570293573663
537,0.233523525530472
539,0.724497599992901
542,0.903634525137022
545,0.603474084753543
546,0.631507298909128
549,0.937385849654675
551,0.850482750684023
554,0.579820899059996
556,0.821403923910111
560,0.113718609092757
568,0.764507758663967
570,0.623613457195461
575,0.148446606704965
576,0.0802644665818661
583,0.464069551322609
589,0.779368161456659
591,0.73352795955725
596,0.817230444401503
603,0.170162481255829
604,0.94472032552585
608,0.293623841367662
611,0.149072052445263
614,0.719378591282293
618,0.324085952481255
620,0.778809498529881
625,0.394441001815721
627,0.67859286791645
628,0.775825042743236
629,0.187869044020772
631,0.0290858189109713
635,0.135713797062635
636,0.680164178134874
637,0.9348229537718
638,0.550494084367529
645,0.601766235427931
648,0.19699448812753
652,0.535236610565335
663,0.179555739276111
667,0.451886494411156
669,0.317053351784125
680,0.116174670401961
681,0.186102156760171
685,0.729730096645653
689,0.41187207121402
694,0.414049681741744
702,0.480310129001737
704,0.427494465606287
705,0.136490360135213
714,0.824679406359792
715,0.592304242542014
720,0.794396977638826
722,0.769032425712794
727,0.918056417256594
730,0.862629777053371
736,0.316975237801671
741,0.259260575985536
743,0.74226645193994
746,0.74736111680977
751,0.917904034024104
752,0.793191209202632
754,0.133329618256539
769,0.287749752169475
774,0.194676143815741
777,0.784109382657334
781,0.128872161731124
784,0.129089283524081
791,0.0722531112842262
792,0.0531294834800065
795,0.531874436419457
807,0.112308241659775
810,0.74318771972321
821,0.731315477285534
828,0.885117687052116
829,0.517111055552959
831,0.851930984994397
833,0.442796268267557
834,0.157880100421607
835,0.442324638832361
837,0.967733667232096
838,0.484587929444388
846,0.252458439441398
850,0.259689980186522
853,0.542015940882266
855,0.649875837611035
860,0.336419132305309
861,0.0609497462864965
863,0.451310850214213
866,0.838755033444613
869,0.574637334328145
870,0.353350377408788
871,0.547426078235731
872,0.892718593822792
874,0.489990570582449
876,0.171632113168016
882,0.543030994012952
896,0.961467695888132
897,0.313683822052553
901,0.820514548104256
902,0.307054400444031
904,0.185453581158072
914,0.0483467767480761
916,0.24567414727062
917,0.351106922142208
920,0.159022381762043
924,0.304097996791825
930,0.0175483247730881
935,0.996552679222077
942,0.804393312660977
945,0.086580601753667
961,0.869933269685134
967,0.554585863370448
970,0.421378421830013
972,0.0676368190906942
973,0.56143795652315
974,0.0707218942698091
977,0.211391938850284
981,0.54962041345425
988,0.481981448363513
990,0.159469854552299
992,0.149578995071352
996,0.499272880377248
1013,0.940564878052101
1025,0.334231326589361
1026,0.188434329582378
1027,0.269716178299859
1032,0.530744078103453
1034,0.021450228523463
1036,0.7987603074871
1038,0.11033510020934
1040,0.53979828581214
1043,0.571233897469938
1050,0.618951546959579
1053,0.714853693498299
1057,0.123300578678027
1062,0.311049618758261
1064,0.945739162620157
1066,0.500025092391297
1070,0.135230499086902
1072,0.869257820537314
1076,0.205049612093717
1079,0.92504589096643
1084,0.886753598228097
1090,0.136295825242996
1091,0.785349442157894
1093,0.453303414164111
1100,0.135742419399321
1106,0.885221036849543
1109,0.336713540134951
1111,0.319274115143344
1119,0.403782814741135
1125,0.479077307041734
1128,0.367901820223778
1129,0.465690567623824
1132,0.0498921528924257
1133,0.187356711598113
1134,0.982659413712099
1137,0.328274069586769
1141,0.170996390515938
1144,0.488254894502461
1154,0.0186874116770923
1155,0.339485083706677
1156,0.0296633755788207
1167,0.867228663060814
1176,0.731707599712536
1177,0.315260796807706
1186,0.386454011779279
1188,0.332445990527049
1189,0.0897779711522162
1197,0.757055602502078
1199,0.6029684972018
1202,0.145399972563609
1203,0.0325174834579229
1209,0.483768141595647
1213,0.444569527870044
1220,0.060385589953512
1222,0.327506022062153
1230,0.878429047297686
1232,0.930604886263609
1235,0.392178456997499
1238,0.158846774837002
1242,0.319947601063177
1246,0.30696562025696
1248,0.107811254449189
1253,0.979334303410724
1259,0.496903428109363
1271,0.0930746719241142
1276,0.211773658171296
1277,0.930500746238977
1280,0.296846406767145
1282,0.653218248859048
1283,0.901070477906615
1285,0.990795793244615
1287,0.430333221331239
1288,0.393776922253892
1291,0.141908895457163
1293,0.279806696344167
1299,0.56482222257182
1310,0.935139505425468
1312,0.358400145079941
1314,0.842007180908695
1315,0.722409214358777
1316,0.750735989306122
1327,0.92398845218122
1329,0.00237810681574047
1342,0.160429914947599
1346,0.399272951297462
1348,0.675319577334449
1356,0.480372016318142
1357,0.533828780753538
1370,0.316950157284737
1388,0.814757590182126
1392,0.292219521244988
1396,0.409132091328502
1400,0.0909183076582849
1402,0.798596638021991
1415,0.359785249689594
1431,0.0404875767417252
1433,0.0410863398574293
1434,0.954434238374233
1447,0.373341244878247
1450,0.806419667555019
1454,0.91005900898017
1470,0.440076212864369
1471,0.57633650302887
1472,0.0736677951645106
1474,0.164627394406125
1475,0.73989077587612
1482,0.475711012724787
1483,0.68552095326595
1484,0.951514942804351
1485,0.497464487561956
1488,0.470500626601279
1491,0.56019195006229
1493,0.652510120533407
1494,0.279573498759419
1497,0.979907589498907
1498,0.643864108016714
1524,0.58257843577303
1529,0.615871025947854
1530,0.925140294479206
1532,0.390022895298898
1536,0.28791968501173
1538,0.0907359647098929
1548,0.322033904027194
1554,0.758270112564787
1556,0.104412929620594
1573,0.710277852602303
1580,0.966477383626625
1581,0.201491226209328
1582,0.108488654484972
1584,0.0554021787829697
1593,0.829723515082151
1594,0.58119775657542
1596,0.470092375297099
1598,0.365014120005071
1605,0.280124627286568
1612,0.599715854972601
1615,0.818569612922147
1621,0.0978322804439813
1627,0.96368952607736
1631,0.168736443389207
1632,0.0860834058839828
1635,0.86121069570072
1637,0.524790602037683
1642,0.656810875283554
1643,0.229519372805953
1645,0.72122603142634
1646,0.490750394994393
1655,0.965255592484027
1657,0.906942480476573
1658,0.551250527845696
1671,0.075599099509418
1675,0.0227000112645328
1678,0.513239527819678
1679,0.630726151634008
1683,0.418771624332294
1690,0.879265945171937
1695,0.107987073017284
1696,0.980278696399182
1697,0.264966631308198
1705,0.0842775232158601
1707,0.385907175717875
1710,0.124895827146247
1711,0.581554221687838
1724,0.240149608114734
1730,0.721887888619676
1732,0.145928690675646
